property_type,society,sector,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,area,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,puri emerald bay,sector 104,2.3 Crore,9387.0,Super Built up area 2450(227.61 sq.m.),3,4,3+,10.0,North-East,5 to 10 Year Old,,2450.0,,,0,1,0,0,0,0,101
flat,signature global city,sector 37d,1.1 Crore,9838.0,Carpet area: 1118 (103.87 sq.m.),2,2,2,4.0,South,undefined,,,,1118.0,0,0,0,0,0,0,59
house,,sector 105,0.74,7400.0,Built Up area: 1000 (92.9 sq.m.),3,3,0,2.0,,undefined,1000.0,,1000.0,,0,0,0,0,0,0,0
flat,m3m golfestate,sector 65,6.15 Crore,18331.0,Built Up area: 3355 (311.69 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,2,20.0,North-East,undefined,,,3355.0,2200.0,0,0,0,0,0,0,34
flat,shree vardhman victoria,sector 70,1.64 Crore,8410.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,8.0,North-East,1 to 5 Year Old,,1950.0,,1161.0,0,1,0,0,0,0,126
flat,vatika inxt floors,sector 82a,1.25 Crore,8333.0,Carpet area: 1500 (139.35 sq.m.),3,2,3,2.0,North,1 to 5 Year Old,,,,1500.0,1,0,0,1,0,1,94
flat,paras dews,sector 106,1.25 Crore,11061.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,4,3+,7.0,South-East,1 to 5 Year Old,,1760.0,1186.0,1130.0,1,1,0,0,0,0,167
flat,tulip violet,sector 69,1.65 Crore,8872.0,Built Up area: 1578 (146.6 sq.m.),3,3,2,1.0,,1 to 5 Year Old,,,1578.0,,0,0,0,0,0,1,69
flat,vatika the seven lamps,sector 82,1.6 Crore,6597.0,Super Built up area 2425(225.29 sq.m.),4,5,3+,8.0,South-West,1 to 5 Year Old,,2425.0,,,0,1,0,0,0,0,133
flat,raheja vanya,sector 99a,85 Lac,6789.0,Super Built up area 1252(116.31 sq.m.),2,2,2,3.0,West,Within 6 months,,1252.0,,,0,0,0,0,0,0,43
house,uppal southend,sector 49,4.4,15278.0,Plot area 320(267.56 sq.m.),6,6,3,3.0,North,5 to 10 Year Old,2880.0,,320.0,,1,1,1,1,0,2,110
flat,vatika gurgaon,sector 83,1.12 Crore,6455.0,Super Built up area 1735(161.19 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,2,17.0,South,5 to 10 Year Old,,1735.0,1500.0,1400.0,0,0,0,0,0,1,111
flat,shapoorji pallonji joyville gurugram,sector 102,97 Lac,16454.0,Super Built up area 915(85.01 sq.m.)Carpet area: 589.49 sq.ft. (54.77 sq.m.),2,2,2,10.0,North-East,1 to 5 Year Old,,915.0,,589.49,0,0,0,0,0,0,151
flat,vatika xpressions,sector 88b,92 Lac,7360.0,Super Built up area 1350(125.42 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2,2,2,3.0,North,1 to 5 Year Old,,1350.0,1300.0,1250.0,0,0,0,1,0,0,174
flat,vatika city homes,sector 83,80 Lac,6060.0,Super Built up area 1320(122.63 sq.m.),2,2,2,8.0,East,5 to 10 Year Old,,1320.0,,,0,0,1,0,0,0,22
flat,ansal heights 86,sector 86,74 Lac,5441.0,Super Built up area 1360(126.35 sq.m.),2,2,1,11.0,,Under Construction,,1360.0,,,0,0,0,0,1,0,45
flat,sare crescent parc royal greens phase 1,sector 92,75 Lac,4325.0,Built Up area: 1734 (161.09 sq.m.),4,4,3+,3.0,East,1 to 5 Year Old,,,1734.0,,0,0,0,0,0,0,93
flat,antriksh heights,sector 84,85 Lac,5556.0,Super Built up area 1350(125.42 sq.m.),2,2,3,10.0,North-West,0 to 1 Year Old,,1350.0,,,1,0,0,0,1,0,24
flat,godrej,sector 79,1.12 Crore,7146.0,Super Built up area 1572(146.04 sq.m.)Built Up area: 1325 sq.ft. (123.1 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,6.0,North-East,1 to 5 Year Old,,1572.0,1325.0,1200.0,1,0,0,0,0,0,49
flat,conscient one,sector 109,1.7 Crore,17617.0,Built Up area: 965 (89.65 sq.m.)Carpet area: 628 sq.ft. (58.34 sq.m.),1,1,2,9.0,,undefined,,,965.0,628.0,0,0,0,0,0,0,0
flat,dlf the primus,sector 82a,1.85 Crore,10176.0,Super Built up area 1818(168.9 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3,3,3,15.0,East,5 to 10 Year Old,,1818.0,,1538.0,0,0,0,0,1,0,38
flat,godrej air,sector 85,1.8 Crore,13136.0,Carpet area: 127.3,3,3,3,30.0,,Under Construction,,,,127.3,0,0,0,0,0,0,45
house,,sector 7,1.2,11194.0,Built Up area: 1072 (99.59 sq.m.),5,4,2,3.0,,undefined,1072.0,,1072.0,,0,0,0,0,0,0,0
house,,sector 50,7.0,23333.0,Plot area 2400(222.97 sq.m.)Built Up area: 3400 sq.ft. (315.87 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4,4,2,3.0,North-East,10+ Year Old,3000.0,,3400.0,3000.0,0,1,0,0,0,0,118
flat,dlf regency park,sector 28,1.91 Crore,16608.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,11.0,,0 to 1 Year Old,,,,1150.0,0,0,0,0,0,2,98
house,,sector 28,11.0,33951.0,Plot area 360(301.01 sq.m.),13,13,3+,3.0,East,1 to 5 Year Old,3240.0,,360.0,,1,1,0,1,0,2,122
flat,shree vardhman victoria,sector 70,1.1 Crore,8461.0,Carpet area: 1300 (120.77 sq.m.),2,2,2,8.0,North-East,1 to 5 Year Old,,,,1300.0,0,0,0,0,0,0,101
flat,sagar apartment,sector 56,1.45 Crore,7250.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3+,7.0,South,10+ Year Old,,2000.0,1900.0,1800.0,1,1,0,1,1,0,166
flat,signature global solera,sector 107,35.5 Lac,6489.0,Carpet area: 547 (50.82 sq.m.),2,2,2,8.0,North-West,1 to 5 Year Old,,,,547.0,0,0,0,0,0,0,45
flat,godrej nature plus serenity,sector 33,1.45 Crore,8677.0,Super Built up area 1671(155.24 sq.m.),3,2,3,3.0,South,Sep 2025,,1671.0,,,0,0,0,0,0,0,49
house,,sector 57,3.6,20833.0,Plot area 192(160.54 sq.m.),4,4,2,2.0,South,10+ Year Old,1728.0,,192.0,,1,1,1,1,0,0,110
house,unitech espace,sector 50,7.5,34722.0,Plot area 240(200.67 sq.m.)Built Up area: 241 sq.yards (201.51 sq.m.)Carpet area: 240 sq.yards (200.67 sq.m.),3,3,2,2.0,West,5 to 10 Year Old,2160.0,,241.0,240.0,0,1,0,0,0,1,66
flat,experion the heartsong,sector 108,1.55 Crore,7738.0,Super Built up area 2003(186.08 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3+,7.0,North-East,1 to 5 Year Old,,2003.0,1750.0,1550.0,0,1,0,1,0,1,174
flat,shree vardhman victoria,sector 70,1.1 Crore,8461.0,Super Built up area 1300(120.77 sq.m.)Carpet area: 788 sq.ft. (73.21 sq.m.),2,2,2,0.0,West,0 to 1 Year Old,,1300.0,,788.0,1,0,0,0,0,0,49
flat,shapoorji pallonji joyville gurugram,sector 102,95 Lac,10383.0,Built Up area: 915 (85.01 sq.m.)Carpet area: 675 sq.ft. (62.71 sq.m.),2,2,2,14.0,,undefined,,,915.0,675.0,0,0,0,0,0,0,0
flat,puri diplomatic greens,sector 111,3.5 Crore,11864.0,Super Built up area 2950(274.06 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4,5,3+,10.0,North-East,1 to 5 Year Old,,2950.0,2700.0,2500.0,0,1,0,0,0,1,49
flat,smart world orchard,sector 61,1.47 Crore,12250.0,Carpet area: 1200 (111.48 sq.m.),2,2,2,2.0,,Dec 2023,,,,1200.0,1,0,0,0,0,0,76
flat,smriti apartment,sector 56,52 Lac,10666.0,Super Built up area 525(48.77 sq.m.),1,1,1,1.0,,10+ Year Old,,525.0,,,0,0,0,0,0,0,34
flat,bptp terra,sector 37d,1.45 Crore,8006.0,Super Built up area 1811(168.25 sq.m.),3,3,3,9.0,North-East,1 to 5 Year Old,,1811.0,,,0,0,0,0,0,0,107
flat,emaar mgf emerald floors premier,sector 65,2.9 Crore,14683.0,Super Built up area 1975(183.48 sq.m.),4,4,3+,4.0,North-East,1 to 5 Year Old,,1975.0,,,1,1,0,0,0,1,152
house,unitech espace,sector 50,11.29,34846.0,Plot area 360(301.01 sq.m.),5,5,3+,2.0,,5 to 10 Year Old,3240.0,,360.0,,1,0,0,1,0,0,21
flat,tulip ivory,sector 70,2.35 Crore,9791.0,Carpet area: 2400 (222.97 sq.m.),4,4,3+,10.0,East,5 to 10 Year Old,,,,2400.0,0,1,0,0,0,1,65
house,emaar mgf marbella,sector 66,15.1,18605.0,Plot area 754,5,5,3+,3.0,East,0 to 1 Year Old,8116.0,,754.0,,1,1,1,1,0,0,120
flat,landmark the residency,sector 103,90 Lac,6666.0,Super Built up area 1350(125.42 sq.m.),2,2,2,1.0,South-West,1 to 5 Year Old,,1350.0,,,0,0,0,0,0,0,44
flat,sobha city,sector 108,3.25 Crore,15685.0,Super Built up area 2072(192.5 sq.m.),3,3,3,12.0,North,1 to 5 Year Old,,2072.0,,,0,0,0,0,0,0,99
flat,conscient heritage max,sector 102,2.1 Crore,9772.0,Super Built up area 2149(199.65 sq.m.),3,4,3+,10.0,East,1 to 5 Year Old,,2149.0,,,1,1,0,0,0,0,53
flat,tulip violet,sector 69,1.95 Crore,9701.0,Super Built up area 2010(186.74 sq.m.),4,4,2,0.0,West,1 to 5 Year Old,,2010.0,,,0,0,0,0,0,0,157
flat,m3m woodshire,sector 107,1.3 Crore,8922.0,Super Built up area 1943(180.51 sq.m.)Built Up area: 1554 sq.ft. (144.37 sq.m.)Carpet area: 1457 sq.ft. (135.36 sq.m.),3,3,3+,4.0,West,1 to 5 Year Old,,1943.0,1554.0,1457.0,0,0,0,1,0,1,174
flat,antriksh heights,sector 84,1.05 Crore,5011.0,Super Built up area 2095(194.63 sq.m.),4,4,3+,3.0,North,0 to 1 Year Old,,2095.0,,,1,0,0,0,0,0,66
flat,smart world orchard,sector 61,2.2 Crore,13500.0,Carpet area: 1600 (148.64 sq.m.),3,3,2,1.0,North-East,Apr 2024,,,,1600.0,0,0,0,0,0,0,49
house,,sector 82,7.5,23148.0,Plot area 360(301.01 sq.m.),5,5,3+,2.0,East,1 to 5 Year Old,3240.0,,360.0,,0,1,0,1,0,1,135
house,,sector 45,4.49,24455.0,Plot area 204(170.57 sq.m.),9,9,3+,3.0,North-West,5 to 10 Year Old,1836.0,,204.0,,0,0,0,0,1,1,90
flat,la vida by tata housing,sector 113,3.05 Crore,11338.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2240 sq.ft. (208.1 sq.m.),3,4,3,15.0,North-East,0 to 1 Year Old,,2690.0,2600.0,2240.0,0,1,0,0,0,0,174
flat,indiabulls enigma,sector 110,3.3 Crore,9850.0,Super Built up area 3350(311.23 sq.m.),4,5,3,7.0,East,1 to 5 Year Old,,3350.0,,,0,1,0,0,0,0,101
house,,sector 2,4.95,20370.0,Plot area 270(225.75 sq.m.),6,5,3+,3.0,West,1 to 5 Year Old,2430.0,,270.0,,0,1,0,0,0,0,91
flat,vatika lifestyle homes,sector 83,1.15 Crore,8214.0,Super Built up area 1832(170.2 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,1,7.0,South-West,5 to 10 Year Old,,1832.0,,1400.0,0,0,0,0,0,1,95
flat,vipul lavanya,sector 81,64.45 Lac,5261.0,Carpet area: 1225 (113.81 sq.m.),2,2,3,12.0,East,1 to 5 Year Old,,,,1225.0,0,0,0,0,0,1,93
flat,hcbs sports ville,sohna road,32 Lac,6165.0,Carpet area: 519 (48.22 sq.m.),2,2,2,2.0,,0 to 1 Year Old,,,,519.0,0,0,0,0,0,0,37
flat,experion the heartsong,sector 108,98 Lac,13343.0,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2,3,3,4.0,East,1 to 5 Year Old,,1283.0,978.23,734.43,1,0,0,0,0,0,135
flat,imperia the esfera,sector 37c,86 Lac,4886.0,Super Built up area 1760(163.51 sq.m.),3,3,2,0.0,,0 to 1 Year Old,,1760.0,,,0,0,0,0,1,0,35
flat,emaar mgf emerald floors premier,sector 65,2.65 Crore,16060.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,5.0,North,1 to 5 Year Old,,,,1650.0,1,1,0,0,0,0,37
house,grover homes sec 4,sector 4,4.75,9374.0,Plot area 563(470.74 sq.m.),5,5,1,1.0,South-East,10+ Year Old,5067.0,,563.0,,1,1,0,1,0,1,35
flat,suncity vatsal valley,gwal pahari,1.53 Crore,10699.0,Carpet area: 1430 (132.85 sq.m.),3,3,3,2.0,North-East,0 to 1 Year Old,,,,1430.0,0,0,0,0,0,1,117
flat,signature global city 92,sector 92,78 Lac,8047.0,Super Built up area 1197(111.2 sq.m.),2,2,2,2.0,,Within 3 months,,1197.0,,,0,0,0,0,0,1,47
flat,dlf regal gardens,sector 90,1.13 Crore,6647.0,Super Built up area 1730(160.72 sq.m.),3,3,3+,8.0,North,1 to 5 Year Old,,1730.0,,,0,0,0,0,1,0,72
house,unitech aspen greens,sector 50,12.0,37037.0,Plot area 360(301.01 sq.m.),3,4,2,1.0,East,5 to 10 Year Old,3240.0,,360.0,,1,1,0,0,0,1,101
house,,sector 8,0.59,10085.0,Plot area 585(54.35 sq.m.),2,2,2,2.0,,5 to 10 Year Old,585.0,,585.0,,0,0,0,0,1,0,7
flat,raheja vedaanta,sector 108,80 Lac,4080.0,Super Built up area 1838(170.76 sq.m.),3,3,3,9.0,North-East,1 to 5 Year Old,,1838.0,,,0,0,0,1,0,0,174
flat,mapsko casa bella,sector 82,1.3 Crore,6378.0,Super Built up area 1960(182.09 sq.m.),4,4,3+,1.0,North,1 to 5 Year Old,,1960.0,,,0,1,0,0,0,0,130
flat,dlf new town heights,sector 90,1.99 Crore,7297.0,Carpet area: 2727 (253.35 sq.m.),4,4,3+,9.0,East,1 to 5 Year Old,,,,2727.0,0,1,0,1,0,1,102
flat,emaar mgf emerald floors premier,sector 65,2.36 Crore,14303.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,2.0,North-East,1 to 5 Year Old,,1650.0,,1400.0,1,1,0,0,0,1,136
flat,dlf the ultima,sector 81,2.2 Crore,11190.0,Super Built up area 2100(195.1 sq.m.),3,4,3+,7.0,North-East,1 to 5 Year Old,,2100.0,,,0,1,0,0,0,2,104
flat,shree vardhman flora,sector 90,1.25 Crore,4854.0,Carpet area: 2575 (239.23 sq.m.),4,4,3,10.0,East,1 to 5 Year Old,,,,2575.0,1,0,0,1,0,0,174
flat,millenia,sector 37c,40 Lac,6666.0,Carpet area: 600 (55.74 sq.m.),2,2,2,4.0,East,0 to 1 Year Old,,,,600.0,0,0,0,0,0,0,29
flat,mapsko casa bella,sector 82,1.75 Crore,6903.0,Built Up area: 2535 (235.51 sq.m.)Carpet area: 1960 sq.ft. (182.09 sq.m.),4,5,3+,1.0,West,undefined,,,2535.0,1960.0,0,0,0,0,0,0,54
flat,emaar palm gardens,sector 83,3.15 Crore,8400.0,Super Built up area 3750(348.39 sq.m.)Built Up area: 3200 sq.ft. (297.29 sq.m.)Carpet area: 2444.94 sq.ft. (227.14 sq.m.),5,7,3+,15.0,West,1 to 5 Year Old,,3750.0,3200.0,2444.94,0,1,0,0,0,1,165
flat,the close north,sector 50,2.7 Crore,10364.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3+,6.0,East,5 to 10 Year Old,,2605.0,2400.0,2200.0,0,1,0,0,0,0,174
house,emaar mgf marbella,sector 66,9.0,21251.0,Plot area 5605(520.72 sq.m.)Built Up area: 5200 sq.ft. (483.1 sq.m.)Carpet area: 4235 sq.ft. (393.44 sq.m.),4,4,3+,,South-West,1 to 5 Year Old,4235.0,,5200.0,4235.0,0,1,1,1,0,1,114
flat,signature andour heights,sector 71,37 Lac,8222.0,Built Up area: 450 (41.81 sq.m.)Carpet area: 366.48 sq.ft. (34.05 sq.m.),1,1,2,2.0,North-East,1 to 5 Year Old,,,450.0,366.48,0,0,0,0,0,0,65
flat,ats kocoon,sector 109,2.22 Crore,10596.0,Super Built up area 2095(194.63 sq.m.),3,3,3,20.0,East,1 to 5 Year Old,,2095.0,,,0,1,0,0,1,0,79
house,,sector 55,9.19,34037.0,Plot area 300(250.84 sq.m.),16,18,2,4.0,West,0 to 1 Year Old,2700.0,,300.0,,0,1,0,1,0,1,49
house,,sohna road,0.49,4260.0,Plot area 1150(106.84 sq.m.),2,2,1,3.0,,0 to 1 Year Old,1150.0,,1150.0,,0,0,0,0,0,0,0
flat,antriksh heights,sector 84,90 Lac,4931.0,Super Built up area 1825(169.55 sq.m.),3,3,3,11.0,South,1 to 5 Year Old,,1825.0,,,0,0,0,0,0,0,87
flat,dlf new town heights,sector 86,1.4 Crore,5942.0,Super Built up area 2356(218.88 sq.m.),4,4,3+,20.0,South-East,1 to 5 Year Old,,2356.0,,,0,1,0,1,0,0,65
house,,sector 14,6.46,18889.0,Plot area 380(317.73 sq.m.)Built Up area: 380 sq.yards (317.73 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),5,5,2,3.0,East,5 to 10 Year Old,3420.0,,380.0,300.0,1,1,0,1,0,1,27
flat,tulip violet,sector 69,1.51 Crore,9569.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,3,2,0.0,West,1 to 5 Year Old,,1578.0,,1100.0,0,0,0,1,0,2,165
flat,emaar mgf palm hills,sector 77,1.5 Crore,12744.0,Super Built up area 1450(134.71 sq.m.)Carpet area: 1177 sq.ft. (109.35 sq.m.),3,3,3,4.0,North-East,1 to 5 Year Old,,1450.0,,1177.0,0,0,0,0,0,1,97
flat,ss the leaf,sector 85,1.11 Crore,6851.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),2,2,3,8.0,North,1 to 5 Year Old,,1640.0,1630.0,1620.0,0,0,1,0,0,0,174
house,,sohna road,5.5,5093.0,Plot area 1200(1003.35 sq.m.)Built Up area: 3500 sq.yards (2926.45 sq.m.),3,3,3+,2.0,West,5 to 10 Year Old,10799.0,,3500.0,,1,1,0,1,1,0,49
flat,shree vardhman flora,sector 90,70 Lac,5177.0,Carpet area: 1352 (125.6 sq.m.),2,3,2,7.0,North,1 to 5 Year Old,,,,1352.0,1,0,0,0,0,1,49
flat,ss the coralwood,sector 84,1.1 Crore,5820.0,Super Built up area 1890(175.59 sq.m.),3,3,3+,12.0,East,5 to 10 Year Old,,1890.0,,,0,0,0,0,0,1,104
flat,godrej,sector 79,2.03 Crore,9046.0,Super Built up area 2244(208.47 sq.m.),3,4,3+,7.0,South-East,1 to 5 Year Old,,2244.0,,,0,1,0,0,0,0,118
flat,emaar gurgaon greens,sector 102,1.55 Crore,9393.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,4,3,7.0,North,1 to 5 Year Old,,1650.0,,1022.58,0,1,0,0,0,1,152
house,,sector 17a,3.93,24214.0,Plot area 1623(150.78 sq.m.)Built Up area: 1622 sq.ft. (150.69 sq.m.),19,17,3,4.0,North-West,1 to 5 Year Old,1623.0,,1622.0,,1,1,1,1,0,0,74
flat,vatika gurgaon,sector 83,1.42 Crore,8875.0,Super Built up area 2390(222.04 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4,4,3,7.0,South-West,1 to 5 Year Old,,2390.0,2000.0,1600.0,1,1,0,0,0,0,103
house,,sector 26,13.5,29880.0,Plot area 502(419.74 sq.m.),5,5,3+,2.0,North-East,1 to 5 Year Old,4518.0,,502.0,,1,1,0,1,1,2,49
house,,sector 11,1.35,3857.0,Plot area 3500(325.16 sq.m.),10,6,3+,3.0,,10+ Year Old,3500.0,,3500.0,,0,0,0,0,0,0,0
house,,sector 38,4.0,21786.0,Plot area 204(170.57 sq.m.),6,6,3+,4.0,North-East,10+ Year Old,1836.0,,204.0,,1,1,0,1,1,1,137
flat,shapoorji pallonji joyville gurugram,sector 102,1.76 Crore,10224.0,Super Built up area 1692(157.19 sq.m.),3,3,3,1.0,North-East,1 to 5 Year Old,,1692.0,,,0,0,0,0,0,0,100
house,,sector 3,0.55,6707.0,Plot area 820(76.18 sq.m.)Built Up area: 810 sq.ft. (75.25 sq.m.)Carpet area: 715 sq.ft. (66.43 sq.m.),2,2,1,2.0,South-East,5 to 10 Year Old,820.0,,810.0,715.0,0,0,0,0,0,0,0
flat,huda housing board society,sector 52,45 Lac,9745.0,Carpet area: 461.77 (42.9 sq.m.),1,1,0,0.0,North-West,5 to 10 Year Old,,,,461.77130999999997,0,0,0,1,0,1,43
flat,raheja vedaanta,sector 108,1.25 Crore,5681.0,Super Built up area 2200(204.39 sq.m.),3,2,0,0.0,,1 to 5 Year Old,,2200.0,,,0,0,0,0,0,1,65
flat,dlf regal gardens,sector 90,1.15 Crore,6325.0,Super Built up area 1818(168.9 sq.m.),3,3,3+,18.0,North-West,1 to 5 Year Old,,1818.0,,,0,0,0,1,0,1,130
flat,navjyoti apartment,sector 38,2.1 Crore,11938.0,Carpet area: 1759 (163.42 sq.m.),4,4,3+,10.0,North,10+ Year Old,,,,1759.0,0,0,0,0,0,2,22
flat,shree vardhman flora,sector 90,1 Crore,5128.0,Super Built up area 1950(181.16 sq.m.),3,4,3,8.0,North-East,0 to 1 Year Old,,1950.0,,,0,1,0,0,0,0,95
house,,sector 57,3.5,21605.0,Plot area 180(150.5 sq.m.),4,4,3+,3.0,South,10+ Year Old,1620.0,,180.0,,0,0,1,0,0,1,67
flat,breez global heights,sohna road,21 Lac,5329.0,Carpet area: 394 (36.6 sq.m.),1,1,1,2.0,,1 to 5 Year Old,,,,394.0,0,0,0,0,0,0,21
flat,emaar gurgaon greens,sector 102,1.5 Crore,9090.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,7.0,West,1 to 5 Year Old,,1650.0,,1022.58,0,0,0,1,0,1,174
flat,raheja navodaya,sector 92,85 Lac,5407.0,Super Built up area 1572(146.04 sq.m.),3,3,0,0.0,East,1 to 5 Year Old,,1572.0,,,0,0,0,0,0,0,88
flat,emaar digihomes,sector 62,2.45 Crore,16000.0,Built Up area: 1200 (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,7.0,North-East,0 to 1 Year Old,,,1200.0,1000.0,1,0,0,0,0,2,174
flat,godrej summit,sector 104,1.3 Crore,7893.0,Super Built up area 1647(153.01 sq.m.),3,3,3,8.0,,0 to 1 Year Old,,1647.0,,,0,0,0,0,1,0,103
flat,smart world gems,sector 89,1 Crore,9007.0,Carpet area: 1110 (103.12 sq.m.),2,2,3,3.0,,0 to 1 Year Old,,,,1110.0,1,0,0,0,1,0,99
flat,shyamkunj ashok vihar pahse 2,sector 5,30 Lac,4444.0,Carpet area: 675 (62.71 sq.m.),2,2,1,1.0,East,1 to 5 Year Old,,,,675.0,0,0,0,0,0,0,21
flat,tulip violet,sector 69,1.28 Crore,8111.0,Super Built up area 1578(146.6 sq.m.),3,3,2,12.0,South-West,1 to 5 Year Old,,1578.0,,,0,0,0,1,0,1,49
flat,emaar mgf emerald floors premier,sector 65,2.36 Crore,14303.0,Super Built up area 1650(153.29 sq.m.),3,3,3,0.0,North-East,1 to 5 Year Old,,1650.0,,,1,1,0,0,0,1,159
flat,m3m merlin,sector 67,3.32 Crore,14079.0,Super Built up area 2358(219.07 sq.m.)Carpet area: 1709 sq.ft. (158.77 sq.m.),3,4,3,8.0,North-West,0 to 1 Year Old,,2358.0,,1709.0,0,1,0,0,0,1,174
flat,bestech park view residency,sector 2,1.4 Crore,7865.0,Super Built up area 1780(165.37 sq.m.),3,3,3+,6.0,North,10+ Year Old,,1780.0,,,0,0,0,0,0,2,107
flat,ansal maple heights,sector 43,1.5 Crore,12658.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1385 sq.ft. (128.67 sq.m.)Carpet area: 1185 sq.ft. (110.09 sq.m.),3,3,3+,7.0,North-East,10+ Year Old,,1400.0,1385.0,1185.0,0,0,1,0,0,1,174
flat,central park flower valley,sector 33,1.55 Crore,11923.0,Carpet area: 1300 (120.77 sq.m.),3,3,3+,7.0,North-East,0 to 1 Year Old,,,,1300.0,0,0,0,0,0,1,28
flat,sobha city,sector 108,3.95 Crore,16858.0,Super Built up area 2343(217.67 sq.m.)Carpet area: 1512.05 sq.ft. (140.47 sq.m.),3,5,2,15.0,North,0 to 1 Year Old,,2343.0,,1512.05,0,1,0,0,0,0,118
flat,experion windchants,sector 112,5.6 Crore,11529.0,Super Built up area 4857(451.23 sq.m.)Built Up area: 3662.34 sq.ft. (340.24 sq.m.),4,6,3+,15.0,North-East,5 to 10 Year Old,,4857.0,3662.34,,0,1,0,0,0,1,157
flat,la vida by tata housing,sector 113,2.45 Crore,11050.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 1890 sq.ft. (175.59 sq.m.)Carpet area: 1680 sq.ft. (156.08 sq.m.),3,3,3+,3.0,North-East,1 to 5 Year Old,,2217.0,1890.0,1680.0,1,0,0,0,0,0,174
flat,godrej oasis,sector 88a,2.65 Crore,16747.0,Carpet area: 124,3,3,3+,10.0,,0 to 1 Year Old,,,,124.0,0,0,0,0,0,0,110
flat,sare homes,sector 92,95 Lac,4750.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1983 sq.ft. (184.23 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),4,3,2,17.0,East,0 to 1 Year Old,,2000.0,1983.0,1900.0,0,0,0,0,0,1,7
house,eldeco mansionz,sector 48,4.95,20599.0,Plot area 267(223.25 sq.m.),7,7,3+,2.0,South,10+ Year Old,2403.0,,267.0,,1,1,1,1,0,1,145
flat,rof ananda,sector 95,55 Lac,5500.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 745 sq.ft. (69.21 sq.m.),3,2,2,14.0,East,0 to 1 Year Old,,1000.0,,745.0,1,0,0,0,0,2,30
house,,sector 4,0.85,630.0,Plot area 1500(1254.19 sq.m.),3,3,1,1.0,North,1 to 5 Year Old,13492.0,,1500.0,,0,0,0,0,1,0,0
flat,signature global synera,sector 81,50 Lac,6802.0,Super Built up area 735(68.28 sq.m.)Built Up area: 700 sq.ft. (65.03 sq.m.)Carpet area: 635 sq.ft. (58.99 sq.m.),2,2,3,6.0,South,1 to 5 Year Old,,735.0,700.0,635.0,0,0,0,0,0,0,117
